"Date","Open","High","Low","Close","Change %","Volume","log_return","rv_5d","rv_21d","market_return_21d"
"Apr. 01, 2008",1326.41,1370.18,1326.41,1370.18,"3.59%",4745120000,NA,NA,NA,NA
"Apr. 01, 2009",793.59,813.62,783.32,811.08,"1.66%",6034140000,-0.524330704152723,NA,NA,NA
"Apr. 01, 2010",1171.23,1181.43,1170.69,1178.1,"0.74%",4006870000,0.37329155735181,NA,NA,NA
"Apr. 01, 2011",1329.48,1337.85,1328.89,1332.41,"0.50%",4223740000,0.123086361292964,NA,NA,NA
"Apr. 01, 2013",1569.18,1570.57,1558.47,1562.17,"-0.45%",2753110000,0.159086547759658,NA,NA,NA
"Apr. 01, 2014",1873.96,1885.84,1873.96,1885.52,"0.70%",3336190000,0.188127764603437,5.43997014956202,NA,NA
"Apr. 01, 2015",2067.63,2067.63,2048.38,2059.69,"-0.40%",3543270000,0.0883518411145318,1.76234782869052,NA,NA
"Apr. 01, 2016",2056.62,2075.07,2043.98,2072.78,"0.63%",655021615,0.0063352153944329,1.11841494738769,NA,NA
"Apr. 01, 2019",2848.63,2869.4,2848.63,2867.19,"1.16%",2065945466,0.324441754634218,1.88420551471539,NA,NA
"Apr. 01, 2020",2498.08,2522.75,2447.49,2470.5,"-4.41%",3655731070,-0.14891189676551,2.84702422050028,NA,NA
"Apr. 01, 2021",3992.78,4020.63,3992.78,4019.87,"1.18%",2139886691,0.48682900449591,4.02898451998022,NA,NA
"Apr. 01, 2022",4540.32,4548.7,4507.57,4545.86,"0.34%",2327873188,0.122967364852114,4.00225925566587,NA,NA
"Apr. 01, 2024",5257.97,5263.95,5229.2,5243.77,"-0.20%",1949342295,0.142823776638776,3.78721646834924,NA,NA
"Apr. 01, 2025",5597.53,5650.57,5558.52,5633.07,"0.38%",2759529756,0.071613881315712,3.62527840065567,NA,NA
"Apr. 02, 2007",1420.83,1425.49,1416.37,1424.55,"0.26%",2875880000,-1.37479861223125,11.5215948441176,NA,NA
"Apr. 02, 2008",1369.96,1377.95,1361.55,1367.53,"-0.19%",4320440000,-0.0408497814587871,10.3485061061856,NA,NA
"Apr. 02, 2009",814.53,845.61,814.53,834.38,"2.87%",7542809600,-0.494072537818261,9.99771951108571,NA,NA
"Apr. 02, 2012",1408.47,1422.38,1404.46,1419.04,"0.75%",3572010000,0.53104693154812,11.4508629814408,NA,NA
"Apr. 02, 2013",1562.17,1573.66,1562.17,1570.25,"0.52%",3312160000,0.101254255706348,11.5069670029105,NA,NA
"Apr. 02, 2014",1886.61,1893.17,1883.79,1890.9,"0.29%",3131660000,0.185818063852684,5.92125472699315,NA,NA
"Apr. 02, 2015",2060.03,2072.17,2057.32,2066.96,"0.35%",3095960000,0.0890260225898823,5.85798974601155,NA,NA
"Apr. 02, 2018",2633.45,2638.3,2553.8,2581.88,"-2.23%",2468994069,0.222438886949197,2.85083617646633,6.54905981532567,0.633575697673264
"Apr. 02, 2019",2868.24,2872.9,2858.75,2867.24,"0.00%",1874915359,0.104832078849902,0.946816798944224,6.23287858512443,1.26273848067589
"Apr. 02, 2020",2458.54,2533.22,2455.79,2526.9,"2.28%",3836236442,-0.126356639586728,2.15360965047449,6.15641950175965,0.763090283737351
"Apr. 02, 2024",5204.29,5208.34,5184.05,5205.81,"-0.72%",2361765457,0.72278205454871,5.03032209174953,6.59758256628852,1.3627859769931
"Apr. 02, 2025",5580.76,5695.31,5571.48,5670.97,"0.67%",2696355183,0.0855848693896,5.03527130303765,6.5892684962172,1.28928429862304
"Apr. 03, 2007",1424.27,1440.57,1424.27,1437.77,"0.93%",2921760000,-1.37226687680639,12.2225114385873,8.22514666894572,-0.271110342786788
"Apr. 03, 2008",1365.69,1375.66,1358.68,1369.31,"0.13%",3920100000,-0.0487863388082962,12.0947818808474,8.21758913833,-0.408248522709616
"Apr. 03, 2009",835.13,842.5,826.7,842.5,"0.97%",5855640000,-0.485688580086538,12.3215305105874,8.37342393000783,-0.900272318190587
"Apr. 03, 2012",1418.98,1419,1404.62,1413.38,"-0.40%",3822090000,0.517365615654191,11.3821646075955,8.50568145006918,-0.707348457170614
"Apr. 03, 2013",1570.25,1571.47,1549.8,1553.69,"-1.05%",4060610000,0.0946487479475812,11.3997084363243,8.50595299318943,-0.463787812457523
"Apr. 03, 2014",1891.43,1893.8,1882.65,1888.77,"-0.11%",3055600000,0.195293076716496,5.82267199080765,8.34459780036494,-0.755323740236937
"Apr. 03, 2017",2362.34,2365.87,2344.73,2358.84,"-0.16%",2182258164,0.222244149212923,5.83748963042556,8.37545240678489,-0.656046955876128
"Apr. 03, 2018",2592.17,2619.14,2575.49,2614.45,"1.26%",2169555248,0.1028837775721,2.7295443424693,8.36613124621622,-0.695986954942804
"Apr. 03, 2019",2876.09,2885.25,2865.17,2873.4,"0.21%",2216125460,0.0944422472468112,0.98220711779304,8.37010568613476,-0.673158589011705
"Apr. 03, 2020",2514.92,2538.18,2459.96,2488.65,"-1.51%",3575358211,-0.143755602819145,2.29101444725317,6.8256357749299,0.557884420400401
"Apr. 03, 2023",4102.32,4127.66,4098.79,4124.51,"0.37%",2394591253,0.505206830076681,3.74649820713936,7.01710447740095,1.10394103193587
"Apr. 03, 2024",5194.37,5228.75,5194.37,5211.49,"0.11%",2258320406,0.233918578510032,3.76035385946363,6.75063481256752,1.83193214826416
"Apr. 03, 2025",5492.74,5499.53,5390.83,5396.52,"-4.84%",4948328137,0.0348884980201561,3.85358283422161,6.55561445965886,1.3357737147362
"Apr. 04, 2007",1437.75,1440.16,1435.08,1439.37,"0.11%",2616320000,-1.32154878352534,11.1764579590479,8.11903440963951,-0.0870293244954903
"Apr. 04, 2008",1369.85,1380.91,1362.83,1370.4,"0.08%",3703100000,-0.0491028498290884,11.1937120172933,8.09051268583636,-0.321950238177263
"Apr. 04, 2011",1333.56,1336.74,1329.1,1332.87,"0.03%",4223740000,-0.0277681559681086,9.88308753600982,8.08164223480548,-0.438744416735254
"Apr. 04, 2012",1413.09,1413.09,1394.09,1398.96,"-1.02%",3938290000,0.0483945913636025,9.41599108204454,8.03798524066405,-0.612788712320848
"Apr. 04, 2013",1553.69,1562.6,1552.52,1559.98,"0.40%",3350670000,0.108943897243175,9.57690652882461,8.03886159208266,-0.608676893927575
"Apr. 04, 2014",1890.25,1897.28,1863.26,1865.09,"-1.25%",3583750000,0.178636308637642,1.50341197250754,8.06170949569915,-0.303683945703205
"Apr. 04, 2016",2073.19,2074.02,2062.57,2066.13,"-0.32%",532705295,0.102367982937479,1.22083403024033,7.62126911471955,-0.924098017314436
"Apr. 04, 2017",2354.76,2360.53,2350.72,2360.16,"0.06%",1820405464,0.13305212110804,0.753219227511362,7.63320328104917,-0.876630765595996
"Apr. 04, 2018",2584.04,2649.86,2573.61,2644.69,"1.16%",2220731180,0.113824442823507,0.489840153357435,5.91100627423043,0.609460554033901
"Apr. 04, 2019",2873.99,2881.28,2867.14,2879.39,"0.21%",1740949270,0.0850246099852254,0.569470605544624,5.90698631569868,0.743271502827422
"Apr. 04, 2022",4547.97,4583.5,4539.21,4582.64,"0.81%",2264759542,0.46469678511599,2.54342126065662,5.76641144772344,1.69365686802995
"Apr. 04, 2023",4128.05,4133.13,4086.87,4100.6,"-0.58%",2235330397,-0.111141946807516,3.29385232403543,5.57448605224858,1.06514930556824
"Apr. 04, 2024",5244.05,5256.59,5146.06,5147.21,"-1.23%",2502092298,0.227321515837783,3.35400920963798,5.60651265809225,1.19782207345845
"Apr. 04, 2025",5292.14,5292.14,5069.9,5074.08,"-5.97%",6012574405,-0.0143095925982666,3.57167953126981,5.58837436410723,0.988219404143682
"Apr. 05, 2007",1438.94,1444.88,1436.67,1443.76,"0.30%",2357230000,-1.25689440603542,10.543854120858,7.13822115827865,-0.49091915110466
"Apr. 05, 2010",1178.71,1187.73,1178.71,1187.44,"0.79%",3881620000,-0.195451092336533,9.11043323763914,7.14653842463747,-0.789254021013293
"Apr. 05, 2011",1332.03,1338.21,1330.03,1332.63,"-0.02%",3852280000,0.115354703940337,9.49325275106689,7.15177154295505,-0.768341564319768
"Apr. 05, 2012",1398.79,1401.6,1392.92,1398.08,"-0.06%",3303740000,0.0479454335062243,9.02912119165304,7.14640565801864,-0.576640527994398
"Apr. 05, 2013",1559.98,1559.98,1539.5,1553.28,"-0.43%",3515410000,0.105268957335111,9.27133229193597,6.90087524147529,-0.976578400735968
"Apr. 05, 2016",2062.5,2062.5,2042.56,2045.17,"-1.01%",666163177,0.275112091508,2.70708046430492,6.92340536039354,-0.935384887738
"Apr. 05, 2017",2366.59,2378.36,2350.52,2352.95,"-0.31%",2104797919,0.140188944426644,1.33975009914572,6.94819219964864,-0.830084441331512
"Apr. 05, 2018",2657.36,2672.08,2649.58,2662.84,"0.69%",2008036352,0.12372336236248,1.33261939023972,5.16244230687162,0.615187704556308
"Apr. 05, 2019",2884.16,2893.24,2882.99,2892.74,"0.46%",1747286390,0.082810927437008,1.19981639241312,5.15742323242918,0.747101481822404
"Apr. 05, 2021",4034.44,4083.42,4034.44,4077.91,"1.44%",2217464698,0.343380452416567,1.75853722989175,5.25923692454494,1.11825009020708
"Apr. 05, 2022",4572.45,4593.45,4514.17,4525.12,"-1.26%",2392511418,0.104059493870531,1.67281354467001,5.26212362526247,1.17391499271401
