Date,Open,High,Low,Close,Change %,Volume
"Jan. 28, 2021","3,755.75","3,836.83","3,732.48","3,787.38",0.98%,"3,209,950,498"
"Jan. 27, 2021","3,836.83","3,870.90","3,732.48","3,750.77",-2.57%,"3,797,984,292"
"Jan. 26, 2021","3,862.96","3,870.90","3,847.78","3,849.62",-0.15%,"2,557,931,593"
"Jan. 25, 2021","3,851.68","3,859.23","3,797.16","3,855.36",0.36%,"2,753,934,110"
"Jan. 22, 2021","3,844.24","3,852.31","3,830.41","3,841.47",-0.30%,"2,287,817,476"
"Jan. 21, 2021","3,857.46","3,861.45","3,845.05","3,853.07",0.03%,"2,571,609,185"
"Jan. 20, 2021","3,816.22","3,859.75","3,816.22","3,851.85",1.39%,"2,344,848,584"
"Jan. 19, 2021","3,781.88","3,804.53","3,780.37","3,798.91",0.81%,"2,447,325,347"
"Jan. 15, 2021","3,788.73","3,788.73","3,749.62","3,768.25",-0.72%,"2,706,723,595"
"Jan. 14, 2021","3,814.98","3,823.60","3,792.86","3,795.54",-0.38%,"2,688,639,582"
"Jan. 13, 2021","3,802.23","3,820.96","3,791.50","3,809.84",0.23%,"2,321,523,393"
"Jan. 12, 2021","3,801.62","3,810.78","3,776.51","3,801.19",0.04%,"2,625,914,729"
"Jan. 11, 2021","3,803.14","3,817.86","3,789.02","3,799.61",-0.66%,"2,299,983,855"
"Jan. 08, 2021","3,815.05","3,826.69","3,783.60","3,824.68",0.55%,"2,358,951,535"
"Jan. 07, 2021","3,764.71","3,811.55","3,764.71","3,803.79",1.48%,"2,561,622,599"
"Jan. 06, 2021","3,712.20","3,783.04","3,705.34","3,748.14",0.57%,"3,171,958,843"
"Jan. 05, 2021","3,698.02","3,737.83","3,695.07","3,726.86",0.71%,"2,352,635,300"
"Jan. 04, 2021","3,764.61","3,769.99","3,662.71","3,700.65",-1.48%,"2,715,401,531"
"Dec. 31, 2020","3,733.27","3,760.20","3,726.88","3,756.07",0.64%,"1,639,982,531"
"Dec. 30, 2020","3,736.19","3,744.63","3,730.21","3,732.04",0.13%,"1,536,528,412"
"Dec. 29, 2020","3,750.01","3,756.12","3,723.31","3,727.04",-0.22%,"1,632,007,703"
"Dec. 28, 2020","3,723.03","3,740.51","3,723.03","3,735.36",0.87%,"1,645,836,127"
"Dec. 24, 2020","3,694.03","3,703.82","3,689.32","3,703.06",0.35%,"806,350,121"
"Dec. 23, 2020","3,693.42","3,711.24","3,689.28","3,690.01",0.07%,"1,825,277,116"
"Dec. 22, 2020","3,698.08","3,698.26","3,676.16","3,687.26",-0.21%,"2,141,875,637"
"Dec. 21, 2020","3,684.28","3,702.90","3,636.48","3,694.92",-0.39%,"2,588,995,964"
"Dec. 18, 2020","3,722.39","3,726.70","3,685.84","3,709.41",-0.35%,"4,190,993,787"
"Dec. 17, 2020","3,713.65","3,725.12","3,710.87","3,722.48",0.58%,"2,195,077,598"
"Dec. 16, 2020","3,696.25","3,711.27","3,688.57","3,701.17",0.18%,"2,218,203,483"
"Dec. 15, 2020","3,666.41","3,695.29","3,659.62","3,694.62",1.29%,"2,505,148,998"
"Dec. 14, 2020","3,675.27","3,697.61","3,645.84","3,647.49",-0.44%,"2,508,893,728"
"Dec. 11, 2020","3,656.08","3,665.91","3,633.40","3,663.46",-0.13%,"2,292,104,467"
"Dec. 10, 2020","3,659.13","3,678.49","3,645.18","3,668.10",-0.13%,"2,380,891,125"
"Dec. 09, 2020","3,705.98","3,712.39","3,660.54","3,672.82",-0.79%,"2,726,403,479"
"Dec. 08, 2020","3,683.05","3,708.45","3,678.83","3,702.25",0.28%,"2,247,762,425"
"Dec. 07, 2020","3,694.73","3,697.41","3,678.88","3,691.96",-0.19%,"2,320,415,964"
"Dec. 04, 2020","3,670.94","3,699.20","3,670.94","3,699.12",0.88%,"2,556,167,753"
"Dec. 03, 2020","3,668.28","3,682.73","3,657.17","3,666.72",-0.06%,"2,616,729,365"
"Dec. 02, 2020","3,653.78","3,670.96","3,644.84","3,669.01",0.18%,"2,355,582,608"
"Dec. 01, 2020","3,645.87","3,678.45","3,645.87","3,662.45",1.13%,"2,586,912,631"
"Nov. 30, 2020","3,634.18","3,634.18","3,594.39","3,621.63",-0.46%,"3,647,661,568"
"Nov. 27, 2020","3,638.55","3,644.31","3,629.33","3,638.35",0.24%,"1,218,012,188"
"Nov. 25, 2020","3,635.50","3,635.50","3,617.76","3,629.65",-0.16%,"2,312,733,617"
"Nov. 24, 2020","3,594.52","3,642.31","3,594.52","3,635.41",1.62%,"3,157,259,520"
"Nov. 23, 2020","3,566.82","3,589.81","3,552.77","3,577.59",0.56%,"2,498,390,786"
"Nov. 20, 2020","3,579.31","3,581.23","3,556.85","3,557.54",-0.68%,"2,224,931,806"
"Nov. 19, 2020","3,559.41","3,585.22","3,543.84","3,581.87",0.39%,"2,266,408,901"
"Nov. 18, 2020","3,612.09","3,619.09","3,567.33","3,567.79",-1.16%,"2,683,278,560"
"Nov. 17, 2020","3,610.31","3,623.11","3,588.68","3,609.53",-0.48%,"2,385,397,526"
"Nov. 16, 2020","3,600.16","3,628.51","3,600.16","3,626.91",1.16%,"2,845,711,348"
"Nov. 13, 2020","3,552.57","3,593.66","3,552.57","3,585.15",1.36%,"2,273,000,532"
"Nov. 12, 2020","3,562.67","3,569.02","3,518.58","3,537.01",-1.00%,"2,389,134,673"
"Nov. 11, 2020","3,563.22","3,581.16","3,557.00","3,572.66",0.77%,"2,507,688,888"
"Nov. 10, 2020","3,543.26","3,557.22","3,511.91","3,545.53",-0.14%,"3,448,216,386"
"Nov. 09, 2020","3,583.04","3,645.99","3,547.48","3,550.50",1.17%,"5,023,816,687"
"Nov. 06, 2020","3,508.34","3,521.58","3,484.34","3,509.44",-0.03%,"2,157,624,999"
"Nov. 05, 2020","3,485.74","3,529.05","3,485.74","3,510.45",1.95%,"2,551,321,421"
"Nov. 04, 2020","3,406.46","3,486.25","3,405.17","3,443.44",2.20%,"2,885,729,733"
"Nov. 03, 2020","3,336.25","3,389.49","3,336.25","3,369.16",1.78%,"2,304,673,886"
"Nov. 02, 2020","3,296.20","3,330.14","3,279.74","3,310.24",1.23%,"2,527,875,581"
"Oct. 30, 2020","3,293.59","3,304.93","3,233.94","3,269.96",-1.21%,"2,999,678,137"
"Oct. 29, 2020","3,277.17","3,341.05","3,259.82","3,310.11",1.19%,"2,708,329,872"
"Oct. 28, 2020","3,342.48","3,342.48","3,268.89","3,271.03",-3.53%,"3,118,815,098"
"Oct. 27, 2020","3,403.15","3,409.51","3,388.71","3,390.68",-0.30%,"2,377,161,312"
"Oct. 26, 2020","3,441.42","3,441.42","3,364.86","3,400.97",-1.86%,"2,412,653,445"
"Oct. 23, 2020","3,464.90","3,466.46","3,440.45","3,465.39",0.34%,"2,146,525,582"
"Oct. 22, 2020","3,438.50","3,460.53","3,415.34","3,453.49",0.52%,"2,377,149,942"
"Oct. 21, 2020","3,439.91","3,464.86","3,433.06","3,435.56",-0.22%,"2,054,125,204"
"Oct. 20, 2020","3,439.38","3,476.93","3,435.65","3,443.12",0.47%,"2,096,660,992"
"Oct. 19, 2020","3,493.66","3,502.42","3,419.93","3,426.92",-1.63%,"2,172,590,034"
"Oct. 16, 2020","3,493.50","3,515.76","3,480.45","3,483.81",0.01%,"2,198,709,761"
"Oct. 15, 2020","3,453.72","3,489.08","3,440.89","3,483.34",-0.15%,"2,002,874,409"
"Oct. 14, 2020","3,515.47","3,527.94","3,480.55","3,488.67",-0.66%,"2,163,962,679"
"Oct. 13, 2020","3,534.01","3,534.01","3,500.86","3,511.93",-0.63%,"2,345,669,054"
"Oct. 12, 2020","3,500.02","3,549.85","3,499.61","3,534.22",1.64%,"2,243,800,302"
"Oct. 09, 2020","3,459.67","3,482.34","3,458.07","3,477.14",0.88%,"2,215,784,425"
"Oct. 08, 2020","3,434.28","3,447.28","3,428.15","3,446.83",0.80%,"2,081,390,609"
"Oct. 07, 2020","3,384.56","3,426.26","3,384.56","3,419.44",1.74%,"2,063,877,150"
"Oct. 06, 2020","3,408.74","3,431.56","3,354.54","3,360.97",-1.40%,"2,519,743,733"
"Oct. 05, 2020","3,367.27","3,409.57","3,367.27","3,408.60",1.80%,"2,016,305,121"
"Oct. 02, 2020","3,338.94","3,369.10","3,323.69","3,348.42",-0.96%,"2,337,460,240"
"Oct. 01, 2020","3,385.87","3,397.18","3,361.39","3,380.80",0.53%,"2,334,587,220"
"Sep. 30, 2020","3,341.21","3,393.56","3,340.47","3,363.00",0.83%,"2,606,132,088"
"Sep. 29, 2020","3,350.92","3,357.92","3,327.54","3,335.47",-0.48%,"1,922,925,309"
"Sep. 28, 2020","3,333.90","3,360.74","3,332.91","3,351.60",1.61%,"2,201,268,977"
"Sep. 25, 2020","3,236.66","3,306.88","3,228.44","3,298.46",1.60%,"2,159,680,400"
"Sep. 24, 2020","3,226.14","3,278.70","3,209.45","3,246.59",0.30%,"2,372,035,338"
"Sep. 23, 2020","3,320.11","3,323.35","3,232.57","3,236.92",-2.37%,"2,452,062,341"
"Sep. 22, 2020","3,295.75","3,320.31","3,270.95","3,315.57",1.05%,"2,347,709,681"
"Sep. 21, 2020","3,285.57","3,285.57","3,229.10","3,281.06",-1.16%,"2,973,366,814"
"Sep. 18, 2020","3,357.38","3,362.27","3,292.40","3,319.47",-1.12%,"4,059,773,042"
"Sep. 17, 2020","3,346.86","3,375.17","3,328.82","3,357.01",-0.84%,"2,722,060,863"
"Sep. 16, 2020","3,411.23","3,428.92","3,384.45","3,385.49",-0.46%,"2,843,660,468"
"Sep. 15, 2020","3,407.73","3,419.48","3,389.25","3,401.20",0.52%,"2,466,165,411"
"Sep. 14, 2020","3,363.56","3,402.93","3,363.56","3,383.54",1.27%,"2,349,653,316"
"Sep. 11, 2020","3,352.70","3,368.95","3,310.47","3,340.97",0.05%,"2,337,808,664"
"Sep. 10, 2020","3,412.56","3,425.55","3,329.25","3,339.19",-1.76%,"2,544,980,763"
"Sep. 09, 2020","3,369.82","3,424.77","3,366.84","3,398.96",2.01%,"2,487,488,277"
"Sep. 08, 2020","3,371.88","3,379.97","3,329.27","3,331.84",-2.78%,"3,039,501,644"
"Sep. 04, 2020","3,453.60","3,479.15","3,349.63","3,426.96",-0.81%,"3,027,935,844"
"Sep. 03, 2020","3,564.74","3,564.85","3,427.41","3,455.06",-3.51%,"3,165,533,286"
"Sep. 02, 2020","3,543.76","3,588.11","3,535.23","3,580.84",1.54%,"2,581,524,590"
"Sep. 01, 2020","3,507.44","3,528.03","3,494.60","3,526.65",0.75%,"2,226,334,549"
"Aug. 31, 2020","3,509.73","3,514.77","3,493.25","3,500.31",-0.22%,"2,529,409,991"
"Aug. 28, 2020","3,494.69","3,509.23","3,484.32","3,508.01",0.67%,"2,023,896,338"
"Aug. 27, 2020","3,485.14","3,501.38","3,468.35","3,484.55",0.17%,"2,311,428,675"
"Aug. 26, 2020","3,449.97","3,481.07","3,444.15","3,478.73",1.02%,"1,988,192,168"
"Aug. 25, 2020","3,435.95","3,444.21","3,425.84","3,443.62",0.36%,"2,021,552,132"
"Aug. 24, 2020","3,418.09","3,432.09","3,413.13","3,431.28",1.00%,"2,264,250,826"
"Aug. 21, 2020","3,386.01","3,399.96","3,379.31","3,397.16",0.34%,"1,994,452,682"
"Aug. 20, 2020","3,360.48","3,390.80","3,354.69","3,385.51",0.32%,"1,820,636,062"
"Aug. 19, 2020","3,392.51","3,399.54","3,369.66","3,374.85",-0.44%,"2,007,213,940"
"Aug. 18, 2020","3,387.04","3,395.06","3,370.15","3,389.78",0.23%,"1,789,380,358"
"Aug. 17, 2020","3,380.86","3,387.59","3,379.22","3,381.99",0.27%,"1,938,403,499"
"Aug. 14, 2020","3,368.66","3,378.51","3,361.64","3,372.85",-0.02%,"1,705,157,499"
"Aug. 13, 2020","3,372.95","3,387.24","3,363.35","3,373.43",-0.20%,"1,942,905,702"
"Aug. 12, 2020","3,355.46","3,387.89","3,355.46","3,380.35",1.40%,"2,240,302,852"
"Aug. 11, 2020","3,370.34","3,381.01","3,326.44","3,333.69",-0.80%,"2,883,369,573"
"Aug. 10, 2020","3,356.04","3,363.29","3,335.44","3,360.47",0.27%,"2,554,642,343"
"Aug. 07, 2020","3,340.05","3,352.54","3,328.72","3,351.28",0.06%,"2,267,291,447"
"Aug. 06, 2020","3,323.17","3,351.03","3,318.14","3,349.16",0.64%,"2,405,515,896"
"Aug. 05, 2020","3,317.37","3,330.77","3,286.37","3,327.77",0.64%,"2,417,088,899"
"Aug. 04, 2020","3,289.92","3,306.84","3,286.37","3,306.51",0.36%,"2,389,066,661"
"Aug. 03, 2020","3,288.26","3,302.73","3,284.53","3,294.61",0.72%,"2,378,355,795"
"Jul. 31, 2020","3,270.45","3,272.17","3,220.26","3,271.12",0.77%,"3,051,709,786"
"Jul. 30, 2020","3,231.76","3,250.92","3,204.13","3,246.22",-0.38%,"2,407,257,059"
"Jul. 29, 2020","3,227.22","3,264.74","3,227.22","3,258.44",1.24%,"2,467,083,167"
"Jul. 28, 2020","3,234.27","3,243.72","3,216.17","3,218.44",-0.65%,"2,219,469,379"
"Jul. 27, 2020","3,219.84","3,241.43","3,214.25","3,239.41",0.74%,"2,355,910,999"
"Jul. 24, 2020","3,218.58","3,227.26","3,200.05","3,215.63",-0.62%,"2,446,481,471"
"Jul. 23, 2020","3,271.64","3,279.99","3,222.66","3,235.66",-1.23%,"2,715,173,129"
"Jul. 22, 2020","3,254.86","3,279.32","3,253.10","3,276.02",0.57%,"2,412,594,515"
"Jul. 21, 2020","3,268.52","3,277.29","3,247.77","3,257.30",0.17%,"2,459,918,780"
"Jul. 20, 2020","3,224.29","3,258.61","3,215.16","3,251.84",0.84%,"2,162,860,926"
"Jul. 17, 2020","3,224.21","3,233.52","3,205.65","3,224.73",0.28%,"2,191,621,365"
"Jul. 16, 2020","3,208.36","3,220.39","3,198.59","3,215.57",-0.34%,"2,201,762,426"
"Jul. 15, 2020","3,225.98","3,238.28","3,200.76","3,226.56",0.91%,"2,824,367,017"
"Jul. 14, 2020","3,141.11","3,200.95","3,127.66","3,197.52",1.34%,"2,583,124,983"
"Jul. 13, 2020","3,205.08","3,235.32","3,149.43","3,155.22",-0.94%,"2,668,747,035"
"Jul. 10, 2020","3,152.47","3,186.82","3,136.22","3,185.04",1.05%,"2,401,509,804"
"Jul. 09, 2020","3,176.17","3,179.78","3,115.70","3,152.05",-0.56%,"2,583,751,446"
"Jul. 08, 2020","3,153.07","3,171.80","3,136.53","3,169.94",0.78%,"2,390,189,825"
"Jul. 07, 2020","3,166.44","3,184.15","3,142.93","3,145.32",-1.08%,"2,268,760,983"
"Jul. 06, 2020","3,155.29","3,182.59","3,155.29","3,179.72",1.59%,"2,363,972,723"
"Jul. 02, 2020","3,143.64","3,165.81","3,124.52","3,130.01",0.45%,"2,321,254,584"
"Jul. 01, 2020","3,105.92","3,128.44","3,101.17","3,115.86",0.50%,"2,691,940,889"
"Jun. 30, 2020","3,050.20","3,111.51","3,047.83","3,100.29",1.54%,"2,737,159,614"
"Jun. 29, 2020","3,018.59","3,053.89","2,999.74","3,053.24",1.47%,"2,603,515,490"
"Jun. 26, 2020","3,073.20","3,073.73","3,004.63","3,009.05",-2.42%,"4,235,892,334"
"Jun. 25, 2020","3,046.60","3,086.25","3,024.01","3,083.76",1.10%,"2,690,353,459"
"Jun. 24, 2020","3,114.40","3,115.01","3,032.13","3,050.33",-2.59%,"3,190,809,154"
"Jun. 23, 2020","3,138.70","3,154.90","3,127.12","3,131.29",0.43%,"2,708,960,127"
"Jun. 22, 2020","3,094.42","3,120.92","3,079.39","3,117.86",0.65%,"2,550,228,047"
"Jun. 19, 2020","3,140.29","3,155.53","3,083.11","3,097.74",-0.56%,"4,843,967,850"
"Jun. 18, 2020","3,101.64","3,120.00","3,093.51","3,115.34",0.06%,"2,386,913,579"
"Jun. 17, 2020","3,136.13","3,141.16","3,108.03","3,113.49",-0.36%,"2,468,483,628"
"Jun. 16, 2020","3,131.00","3,153.45","3,076.06","3,124.74",1.90%,"3,259,626,940"
"Jun. 15, 2020","2,993.76","3,079.76","2,965.66","3,066.59",0.83%,"3,196,534,611"
"Jun. 12, 2020","3,071.04","3,088.42","2,984.47","3,041.31",1.31%,"3,347,692,220"
"Jun. 11, 2020","3,123.53","3,123.53","2,999.49","3,002.10",-5.89%,"4,098,039,585"
"Jun. 10, 2020","3,213.42","3,223.27","3,181.49","3,190.14",-0.53%,"3,550,387,800"
"Jun. 09, 2020","3,213.32","3,222.71","3,193.11","3,207.18",-0.78%,"3,120,966,930"
"Jun. 08, 2020","3,199.92","3,233.13","3,196.00","3,232.39",1.20%,"3,674,834,006"
"Jun. 05, 2020","3,163.84","3,211.72","3,163.84","3,193.93",2.62%,"4,770,149,589"
"Jun. 04, 2020","3,111.56","3,128.91","3,090.41","3,112.35",-0.34%,"3,721,447,951"
"Jun. 03, 2020","3,098.90","3,130.94","3,098.90","3,122.87",1.36%,"3,136,822,161"
"Jun. 02, 2020","3,064.78","3,081.07","3,051.64","3,080.82",0.82%,"2,789,510,880"
"Jun. 01, 2020","3,038.78","3,062.18","3,031.54","3,055.73",0.38%,"2,485,172,159"
"May 29, 2020","3,025.17","3,049.17","2,998.61","3,044.31",0.48%,"4,283,357,267"
"May 28, 2020","3,046.61","3,068.67","3,023.40","3,029.73",-0.21%,"3,130,290,493"
"May 27, 2020","3,015.65","3,036.25","2,969.75","3,036.13",1.48%,"3,625,890,938"
"May 26, 2020","3,004.08","3,021.72","2,988.17","2,991.77",1.23%,"3,332,963,352"
"May 22, 2020","2,948.05","2,956.76","2,933.59","2,955.45",0.24%,"2,179,646,647"
"May 21, 2020","2,969.95","2,978.50","2,938.57","2,948.51",-0.78%,"2,780,244,068"
"May 20, 2020","2,953.63","2,980.29","2,953.63","2,971.61",1.67%,"2,814,213,155"
"May 19, 2020","2,913.86","2,968.09","2,913.86","2,922.94",-1.05%,"2,842,516,908"
"May 18, 2020","2,913.86","2,968.09","2,913.86","2,953.91",3.15%,"3,642,081,510"
"May 15, 2020","2,829.95","2,865.01","2,816.78","2,863.70",0.39%,"3,286,231,702"
"May 14, 2020","2,794.54","2,852.80","2,766.64","2,852.50",1.15%,"3,330,729,266"
"May 13, 2020","2,865.86","2,874.14","2,793.15","2,820.00",-1.75%,"3,526,729,922"
"May 12, 2020","2,939.50","2,945.82","2,869.59","2,870.12",-2.05%,"2,653,860,827"
"May 11, 2020","2,915.46","2,944.25","2,903.44","2,930.19",0.01%,"2,600,135,279"
"May 08, 2020","2,908.83","2,932.16","2,902.88","2,929.80",1.69%,"2,603,957,612"
"May 07, 2020","2,878.26","2,901.92","2,876.48","2,881.19",1.15%,"2,797,519,792"
"May 06, 2020","2,883.14","2,891.11","2,847.65","2,848.42",-0.70%,"2,842,346,849"
"May 05, 2020","2,868.88","2,898.23","2,863.55","2,868.44",0.90%,"2,959,135,694"
"May 04, 2020","2,815.01","2,844.24","2,797.85","2,842.74",0.42%,"2,846,267,258"
"May 01, 2020","2,869.09","2,869.09","2,821.61","2,830.71",-2.81%,"2,895,520,953"
"Apr. 30, 2020","2,930.91","2,930.91","2,892.47","2,912.43",-0.92%,"3,721,235,517"
"Apr. 29, 2020","2,918.46","2,954.86","2,912.16","2,939.51",2.66%,"3,825,346,686"
"Apr. 28, 2020","2,909.96","2,921.15","2,860.71","2,863.39",-0.52%,"3,192,356,329"
"Apr. 27, 2020","2,854.65","2,887.72","2,852.89","2,878.48",1.47%,"2,783,044,892"
"Apr. 24, 2020","2,812.64","2,842.71","2,791.76","2,836.74",1.39%,"2,860,513,341"
"Apr. 23, 2020","2,810.42","2,844.90","2,794.26","2,797.80",-0.05%,"2,905,751,151"
"Apr. 22, 2020","2,787.89","2,815.10","2,775.95","2,799.31",2.29%,"2,762,549,436"
"Apr. 21, 2020","2,784.81","2,785.54","2,727.10","2,736.56",-3.07%,"3,075,623,283"
"Apr. 20, 2020","2,845.62","2,868.98","2,820.43","2,823.16",-1.79%,"2,909,779,440"
"Apr. 17, 2020","2,842.43","2,879.22","2,830.88","2,874.56",2.68%,"3,529,443,957"
"Apr. 16, 2020","2,799.34","2,806.51","2,764.32","2,799.55",0.58%,"3,144,220,337"
"Apr. 15, 2020","2,795.64","2,801.88","2,761.54","2,783.36",-2.20%,"3,094,311,301"
"Apr. 14, 2020","2,805.10","2,851.85","2,805.10","2,846.06",3.06%,"3,086,181,546"
"Apr. 13, 2020","2,782.46","2,782.46","2,721.17","2,761.63",-1.01%,"2,888,789,425"
"Apr. 09, 2020","2,776.99","2,818.57","2,762.36","2,789.82",1.45%,"4,342,818,091"
"Apr. 08, 2020","2,685.00","2,760.75","2,663.30","2,749.98",3.41%,"3,318,686,143"
"Apr. 07, 2020","2,738.65","2,756.89","2,657.67","2,659.41",-0.16%,"4,206,339,443"
"Apr. 06, 2020","2,578.28","2,676.85","2,574.57","2,663.68",7.03%,"3,991,892,636"
"Apr. 03, 2020","2,514.92","2,538.18","2,459.96","2,488.65",-1.51%,"3,575,358,211"
"Apr. 02, 2020","2,458.54","2,533.22","2,455.79","2,526.90",2.28%,"3,836,236,442"
"Apr. 01, 2020","2,498.08","2,522.75","2,447.49","2,470.50",-4.41%,"3,655,731,070"
"Mar. 31, 2020","2,614.69","2,641.39","2,571.15","2,584.59",-1.60%,"3,974,554,375"
"Mar. 30, 2020","2,558.98","2,631.80","2,545.28","2,626.65",3.35%,"3,360,491,543"
"Mar. 27, 2020","2,555.87","2,615.91","2,520.02","2,541.47",-3.37%,"3,573,483,585"
"Mar. 26, 2020","2,501.29","2,637.01","2,500.72","2,630.07",6.24%,"4,299,320,055"
"Mar. 25, 2020","2,457.77","2,571.42","2,407.53","2,475.56",1.15%,"4,837,198,372"
"Mar. 24, 2020","2,344.44","2,449.71","2,344.44","2,447.33",9.38%,"4,677,400,234"
"Mar. 23, 2020","2,290.71","2,300.73","2,191.86","2,237.40",-2.93%,"4,617,078,431"
"Mar. 20, 2020","2,431.94","2,453.01","2,295.56","2,304.92",-4.34%,"5,264,097,631"
"Mar. 19, 2020","2,393.48","2,466.97","2,319.78","2,409.39",0.47%,"4,495,695,693"
"Mar. 18, 2020","2,436.50","2,453.57","2,280.52","2,398.10",-5.18%,"5,178,694,373"
"Mar. 17, 2020","2,425.66","2,553.93","2,367.04","2,529.19",6.00%,"4,806,025,527"
"Mar. 16, 2020","2,508.59","2,562.98","2,380.94","2,386.13",-11.98%,"4,600,783,654"
"Mar. 13, 2020","2,569.99","2,711.33","2,492.37","2,711.02",9.29%,"4,895,412,936"
"Mar. 12, 2020","2,630.86","2,660.95","2,478.86","2,480.64",-9.51%,"5,200,767,566"
"Mar. 11, 2020","2,825.60","2,825.60","2,707.22","2,741.38",-4.89%,"4,241,642,899"
"Mar. 10, 2020","2,813.48","2,882.59","2,734.00","2,882.23",4.94%,"4,346,012,322"
"Mar. 09, 2020","2,863.89","2,863.89","2,734.43","2,746.56",-7.60%,"4,706,064,078"
"Mar. 06, 2020","2,954.20","2,985.93","2,901.54","2,972.37",-1.71%,"3,910,119,484"
"Mar. 05, 2020","3,075.70","3,083.04","2,999.83","3,023.94",-3.39%,"3,234,688,726"
"Mar. 04, 2020","3,045.75","3,130.97","3,034.38","3,130.12",4.22%,"3,078,036,175"
"Mar. 03, 2020","3,096.46","3,136.72","2,976.63","3,003.37",-2.81%,"3,871,212,179"
"Mar. 02, 2020","2,974.28","3,090.96","2,945.19","3,090.23",4.60%,"3,819,116,740"
"Feb. 28, 2020","2,916.90","2,959.72","2,855.84","2,954.22",-0.82%,"5,105,362,152"
"Feb. 27, 2020","3,062.54","3,097.07","2,977.39","2,978.76",-4.42%,"3,907,715,268"
"Feb. 26, 2020","3,139.90","3,182.51","3,108.99","3,116.39",-0.38%,"2,992,301,140"
"Feb. 25, 2020","3,238.94","3,246.99","3,118.77","3,128.21",-3.03%,"3,132,889,940"
"Feb. 24, 2020","3,257.61","3,259.81","3,214.65","3,225.89",-3.35%,"2,717,348,399"
"Feb. 21, 2020","3,360.50","3,360.76","3,328.45","3,337.75",-1.05%,"2,104,700,857"
"Feb. 20, 2020","3,380.45","3,389.15","3,341.02","3,373.23",-0.38%,"2,016,548,341"
"Feb. 19, 2020","3,380.39","3,393.52","3,378.83","3,386.15",0.47%,"1,711,946,279"
"Feb. 18, 2020","3,369.04","3,375.01","3,355.61","3,370.29",-0.29%,"1,865,392,416"
"Feb. 14, 2020","3,378.08","3,380.69","3,366.15","3,380.16",0.18%,"1,648,157,072"
"Feb. 13, 2020","3,365.90","3,385.09","3,360.52","3,373.94",-0.16%,"1,886,207,698"
"Feb. 12, 2020","3,370.50","3,381.47","3,369.72","3,379.45",0.65%,"2,006,519,340"
"Feb. 11, 2020","3,365.87","3,375.63","3,352.72","3,357.75",0.17%,"1,863,190,856"
"Feb. 10, 2020","3,318.28","3,352.26","3,317.77","3,352.09",0.73%,"1,699,054,266"
"Feb. 07, 2020","3,335.54","3,341.42","3,322.12","3,327.71",-0.54%,"1,846,439,738"
"Feb. 06, 2020","3,344.92","3,347.96","3,334.39","3,345.78",0.33%,"1,953,737,177"
"Feb. 05, 2020","3,324.91","3,337.58","3,313.75","3,334.69",1.13%,"2,252,878,600"
"Feb. 04, 2020","3,280.61","3,306.92","3,280.61","3,297.59",1.50%,"2,140,871,720"
"Feb. 03, 2020","3,235.66","3,268.44","3,235.66","3,248.92",0.73%,"2,080,767,120"
"Jan. 31, 2020","3,282.33","3,282.33","3,214.68","3,225.52",-1.77%,"2,678,835,839"
"Jan. 30, 2020","3,256.45","3,285.91","3,242.80","3,283.66",0.31%,"2,253,788,999"
"Jan. 29, 2020","3,289.46","3,293.47","3,271.89","3,273.40",-0.09%,"2,084,087,513"
"Jan. 28, 2020","3,255.35","3,285.78","3,253.22","3,276.24",1.01%,"1,927,261,468"
"Jan. 27, 2020","3,247.16","3,258.85","3,234.50","3,243.63",-1.57%,"2,136,117,899"
"Jan. 24, 2020","3,333.10","3,333.18","3,281.53","3,295.47",-0.90%,"2,106,787,710"
"Jan. 23, 2020","3,315.77","3,326.88","3,301.87","3,325.54",0.11%,"2,034,159,847"
"Jan. 22, 2020","3,330.02","3,337.77","3,320.04","3,321.75",0.03%,"1,852,031,183"
"Jan. 21, 2020","3,321.03","3,329.79","3,316.61","3,320.79",-0.27%,"2,190,847,523"
"Jan. 17, 2020","3,323.66","3,329.88","3,318.86","3,329.62",0.39%,"2,097,343,426"
"Jan. 16, 2020","3,302.97","3,317.11","3,302.82","3,316.81",0.84%,"1,795,632,375"
"Jan. 15, 2020","3,282.27","3,298.66","3,280.69","3,289.29",0.19%,"1,781,972,412"
"Jan. 14, 2020","3,285.35","3,294.25","3,277.19","3,283.15",-0.15%,"1,924,882,221"
"Jan. 13, 2020","3,271.13","3,288.13","3,268.43","3,288.13",0.70%,"1,730,551,341"
"Jan. 10, 2020","3,281.81","3,282.99","3,260.86","3,265.35",-0.29%,"1,623,629,246"
"Jan. 09, 2020","3,266.03","3,275.58","3,263.67","3,274.70",0.67%,"1,839,202,233"
"Jan. 08, 2020","3,238.59","3,267.07","3,236.67","3,253.05",0.49%,"1,921,189,956"
"Jan. 07, 2020","3,241.86","3,244.91","3,232.43","3,237.18",-0.28%,"1,849,578,843"
"Jan. 06, 2020","3,217.55","3,246.84","3,214.64","3,246.28",0.35%,"1,833,999,145"
"Jan. 03, 2020","3,226.36","3,246.15","3,222.34","3,234.85",-0.71%,"1,733,947,876"
"Jan. 02, 2020","3,244.67","3,258.14","3,235.53","3,257.85",0.84%,"1,813,749,343"
"Dec. 31, 2019","3,215.18","3,231.72","3,212.03","3,230.78",0.29%,"1,285,724,433"
"Dec. 30, 2019","3,240.09","3,240.92","3,216.57","3,221.29",-0.58%,"1,181,640,579"
