Date,Open,High,Low,Close,Change %,Volume
"Feb. 03, 2015","2,022.71","2,050.30","2,022.71","2,050.03",1.44%,"4,615,900,000"
"Feb. 02, 2015","1,996.67","2,021.66","1,980.90","2,020.85",1.30%,"4,008,330,000"
"Jan. 30, 2015","2,019.35","2,023.32","1,993.38","1,994.99",-1.30%,"4,568,650,000"
"Jan. 29, 2015","2,002.45","2,024.64","1,989.18","2,021.25",0.95%,"4,127,140,000"
"Jan. 28, 2015","2,032.34","2,042.49","2,001.49","2,002.16",-1.35%,"4,067,530,000"
"Jan. 27, 2015","2,047.86","2,047.86","2,019.91","2,029.55",-1.34%,"3,329,810,000"
"Jan. 26, 2015","2,050.42","2,057.62","2,040.97","2,057.09",0.26%,"3,465,760,000"
"Jan. 23, 2015","2,062.98","2,062.98","2,050.54","2,051.82",-0.55%,"3,573,560,000"
"Jan. 22, 2015","2,034.30","2,064.62","2,026.38","2,063.15",1.53%,"4,176,050,000"
"Jan. 21, 2015","2,020.19","2,038.29","2,012.04","2,032.12",0.47%,"3,730,070,000"
"Jan. 20, 2015","2,020.76","2,028.94","2,004.49","2,022.55",0.15%,"3,944,340,000"
"Jan. 16, 2015","1,992.25","2,020.46","1,988.12","2,019.42",1.34%,"4,056,410,000"
"Jan. 15, 2015","2,013.75","2,021.35","1,991.47","1,992.67",-0.92%,"4,276,720,000"
"Jan. 14, 2015","2,018.40","2,018.40","1,988.44","2,011.27",-0.58%,"4,378,680,000"
"Jan. 13, 2015","2,031.58","2,056.93","2,008.25","2,023.03",-0.26%,"4,107,300,000"
"Jan. 12, 2015","2,046.13","2,049.30","2,022.58","2,028.26",-0.81%,"3,456,460,000"
"Jan. 09, 2015","2,063.45","2,064.43","2,038.33","2,044.81",-0.84%,"3,364,140,000"
"Jan. 08, 2015","2,030.61","2,064.08","2,030.61","2,062.14",1.79%,"3,934,010,000"
"Jan. 07, 2015","2,005.55","2,029.61","2,005.55","2,025.90",1.16%,"3,805,480,000"
"Jan. 06, 2015","2,022.15","2,030.25","1,992.44","2,002.61",-0.89%,"4,460,110,000"
"Jan. 05, 2015","2,054.44","2,054.44","2,017.34","2,020.58",-1.83%,"3,799,120,000"
"Jan. 02, 2015","2,058.90","2,072.36","2,046.04","2,058.20",-0.03%,"2,708,700,000"
"Dec. 31, 2014","2,082.11","2,085.58","2,057.94","2,058.90",-1.03%,"2,606,070,000"
"Dec. 30, 2014","2,088.49","2,088.49","2,079.53","2,080.35",-0.49%,"2,440,280,000"
"Dec. 29, 2014","2,087.63","2,093.55","2,085.75","2,090.57",0.09%,"2,452,360,000"
"Dec. 26, 2014","2,084.30","2,092.70","2,084.30","2,088.77",0.33%,"1,735,230,000"
"Dec. 24, 2014","2,083.25","2,087.56","2,081.86","2,081.88",-0.01%,"1,416,980,000"
"Dec. 23, 2014","2,081.48","2,086.73","2,079.77","2,082.17",0.17%,"3,043,950,000"
"Dec. 22, 2014","2,069.28","2,078.76","2,069.28","2,078.54",0.38%,"3,369,520,000"
"Dec. 19, 2014","2,061.04","2,077.85","2,061.03","2,070.65",0.46%,"6,465,530,000"
"Dec. 18, 2014","2,018.98","2,061.23","2,018.98","2,061.23",2.40%,"4,703,380,000"
"Dec. 17, 2014","1,973.77","2,016.75","1,973.77","2,012.89",2.04%,"4,942,370,000"
"Dec. 16, 2014","1,986.71","2,016.89","1,972.56","1,972.74",-0.85%,"4,958,680,000"
"Dec. 15, 2014","2,005.03","2,018.69","1,982.26","1,989.63",-0.63%,"4,361,990,000"
"Dec. 12, 2014","2,030.36","2,032.25","2,002.33","2,002.33",-1.62%,"4,157,650,000"
"Dec. 11, 2014","2,027.92","2,055.53","2,027.92","2,035.33",0.45%,"3,917,950,000"
"Dec. 10, 2014","2,058.86","2,058.86","2,024.26","2,026.14",-1.64%,"4,114,440,000"
"Dec. 09, 2014","2,056.55","2,060.60","2,034.17","2,059.82",-0.02%,"3,970,150,000"
"Dec. 08, 2014","2,074.84","2,075.78","2,054.27","2,060.31",-0.73%,"3,800,990,000"
"Dec. 05, 2014","2,072.78","2,079.47","2,070.81","2,075.37",0.17%,"3,419,620,000"
"Dec. 04, 2014","2,073.64","2,077.34","2,062.34","2,071.92",-0.12%,"3,408,340,000"
"Dec. 03, 2014","2,067.45","2,076.28","2,066.65","2,074.33",0.38%,"3,612,680,000"
"Dec. 02, 2014","2,053.77","2,068.77","2,053.77","2,066.55",0.64%,"3,686,650,000"
"Dec. 01, 2014","2,065.78","2,065.78","2,049.57","2,053.44",-0.68%,"4,159,010,000"
"Nov. 28, 2014","2,074.78","2,075.76","2,065.06","2,067.56",-0.25%,"2,504,640,000"
"Nov. 26, 2014","2,067.36","2,073.29","2,066.62","2,072.83",0.28%,"2,745,260,000"
"Nov. 25, 2014","2,070.15","2,074.21","2,064.75","2,067.03",-0.12%,"3,392,940,000"
"Nov. 24, 2014","2,065.07","2,070.17","2,065.07","2,069.41",0.29%,"3,128,060,000"
"Nov. 21, 2014","2,057.46","2,071.46","2,056.75","2,063.50",0.52%,"3,916,420,000"
"Nov. 20, 2014","2,045.87","2,053.84","2,040.49","2,052.75",0.20%,"3,128,290,000"
"Nov. 19, 2014","2,051.16","2,052.14","2,040.37","2,048.72",-0.15%,"3,390,850,000"
"Nov. 18, 2014","2,041.48","2,056.08","2,041.48","2,051.80",0.51%,"3,416,190,000"
"Nov. 17, 2014","2,038.29","2,043.07","2,034.46","2,041.32",0.07%,"3,152,890,000"
"Nov. 14, 2014","2,039.74","2,042.22","2,035.20","2,039.82",0.02%,"3,227,130,000"
"Nov. 13, 2014","2,039.21","2,046.18","2,030.44","2,039.33",0.05%,"3,455,270,000"
"Nov. 12, 2014","2,037.75","2,040.33","2,031.95","2,038.25",-0.07%,"3,246,650,000"
"Nov. 11, 2014","2,038.20","2,041.28","2,035.28","2,039.68",0.07%,"2,958,320,000"
"Nov. 10, 2014","2,032.01","2,038.70","2,030.17","2,038.26",0.31%,"3,284,940,000"
"Nov. 07, 2014","2,032.36","2,034.26","2,025.07","2,031.92",0.03%,"3,704,280,000"
"Nov. 06, 2014","2,023.33","2,031.61","2,015.86","2,031.21",0.38%,"3,669,770,000"
"Nov. 05, 2014","2,015.29","2,023.77","2,014.42","2,023.57",0.57%,"3,766,590,000"
"Nov. 04, 2014","2,015.81","2,015.98","2,001.01","2,012.10",-0.28%,"3,956,260,000"
"Nov. 03, 2014","2,018.21","2,024.46","2,013.68","2,017.81",-0.01%,"3,555,440,000"
"Oct. 31, 2014","2,001.20","2,018.19","2,001.20","2,018.05",1.17%,"4,292,290,000"
"Oct. 30, 2014","1,979.49","1,999.40","1,974.75","1,994.65",0.62%,"3,586,150,000"
"Oct. 29, 2014","1,983.29","1,991.40","1,969.04","1,982.30",-0.14%,"3,740,350,000"
"Oct. 28, 2014","1,964.14","1,985.05","1,964.14","1,985.05",1.19%,"3,653,260,000"
"Oct. 27, 2014","1,962.97","1,964.64","1,951.37","1,961.63",-0.15%,"3,538,860,000"
"Oct. 24, 2014","1,951.59","1,965.27","1,946.27","1,964.58",0.71%,"3,078,380,000"
"Oct. 23, 2014","1,931.02","1,961.95","1,931.02","1,950.82",1.23%,"3,789,250,000"
"Oct. 22, 2014","1,941.29","1,949.31","1,926.83","1,927.11",-0.73%,"3,761,930,000"
"Oct. 21, 2014","1,909.38","1,942.45","1,909.38","1,941.28",1.96%,"3,987,090,000"
"Oct. 20, 2014","1,885.62","1,905.03","1,882.30","1,904.01",0.91%,"3,331,210,000"
"Oct. 17, 2014","1,864.91","1,898.16","1,864.91","1,886.76",1.29%,"4,482,120,000"
"Oct. 16, 2014","1,855.95","1,876.01","1,835.02","1,862.76",0.01%,"5,073,150,000"
"Oct. 15, 2014","1,874.18","1,874.18","1,820.66","1,862.49",-0.81%,"6,090,800,000"
"Oct. 14, 2014","1,877.11","1,898.71","1,871.79","1,877.70",0.16%,"4,812,010,000"
"Oct. 13, 2014","1,905.65","1,912.09","1,874.14","1,874.74",-1.65%,"4,352,580,000"
"Oct. 10, 2014","1,925.63","1,936.98","1,906.05","1,906.13",-1.15%,"4,550,540,000"
"Oct. 09, 2014","1,967.68","1,967.68","1,927.56","1,928.21",-2.07%,"4,344,020,000"
"Oct. 08, 2014","1,935.55","1,970.36","1,925.25","1,968.89",1.75%,"4,441,890,000"
"Oct. 07, 2014","1,962.36","1,962.36","1,934.87","1,935.10",-1.51%,"3,687,870,000"
"Oct. 06, 2014","1,970.01","1,977.84","1,958.43","1,964.82",-0.16%,"3,358,220,000"
"Oct. 03, 2014","1,948.12","1,971.19","1,948.12","1,967.90",1.12%,"3,560,970,000"
"Oct. 02, 2014","1,945.83","1,952.32","1,926.03","1,946.17",0.00%,"4,012,510,000"
"Oct. 01, 2014","1,971.44","1,971.44","1,941.72","1,946.16",-1.32%,"4,188,590,000"
"Sep. 30, 2014","1,978.21","1,985.17","1,968.96","1,972.29",-0.28%,"3,951,100,000"
"Sep. 29, 2014","1,978.96","1,981.28","1,964.04","1,977.80",-0.25%,"3,094,440,000"
"Sep. 26, 2014","1,966.22","1,986.37","1,966.22","1,982.85",0.86%,"2,929,440,000"
"Sep. 25, 2014","1,997.32","1,997.32","1,965.99","1,965.99",-1.62%,"3,273,050,000"
"Sep. 24, 2014","1,983.34","1,999.79","1,978.63","1,998.30",0.78%,"3,313,850,000"
"Sep. 23, 2014","1,992.78","1,995.41","1,982.77","1,982.77",-0.58%,"3,279,350,000"
"Sep. 22, 2014","2,009.08","2,009.08","1,991.01","1,994.29",-0.80%,"3,349,670,000"
"Sep. 19, 2014","2,012.74","2,019.26","2,006.59","2,010.40",-0.05%,"4,880,220,000"
"Sep. 18, 2014","2,003.07","2,012.34","2,003.07","2,011.36",0.49%,"3,235,340,000"
"Sep. 17, 2014","1,999.30","2,010.74","1,993.29","2,001.57",0.13%,"3,209,420,000"
"Sep. 16, 2014","1,981.93","2,002.28","1,979.06","1,998.98",0.75%,"3,160,310,000"
"Sep. 15, 2014","1,986.04","1,987.18","1,978.48","1,984.13",-0.07%,"2,776,530,000"
"Sep. 12, 2014","1,996.74","1,996.74","1,980.26","1,985.54",-0.60%,"3,206,570,000"
"Sep. 11, 2014","1,992.85","1,997.65","1,985.93","1,997.45",0.09%,"2,941,690,000"
"Sep. 10, 2014","1,988.41","1,996.66","1,982.99","1,995.69",0.36%,"2,912,430,000"
"Sep. 09, 2014","2,000.73","2,001.01","1,984.61","1,988.44",-0.65%,"2,882,830,000"
"Sep. 08, 2014","2,007.17","2,007.17","1,995.60","2,001.54",-0.31%,"2,789,090,000"
"Sep. 05, 2014","1,998.00","2,007.71","1,990.10","2,007.71",0.50%,"2,818,300,000"
"Sep. 04, 2014","2,001.67","2,011.17","1,992.54","1,997.65",-0.15%,"3,072,410,000"
"Sep. 03, 2014","2,003.57","2,009.28","1,998.14","2,000.72",-0.08%,"2,809,980,000"
"Sep. 02, 2014","2,004.07","2,006.12","1,994.85","2,002.28",-0.05%,"2,819,980,000"
"Aug. 29, 2014","1,998.45","2,003.38","1,994.65","2,003.37",0.33%,"2,259,130,000"
"Aug. 28, 2014","1,997.42","1,998.55","1,990.52","1,996.74",-0.17%,"2,282,400,000"
"Aug. 27, 2014","2,000.54","2,002.14","1,996.20","2,000.12",0.00%,"2,344,350,000"
"Aug. 26, 2014","1,998.59","2,005.04","1,998.59","2,000.02",0.11%,"2,451,950,000"
"Aug. 25, 2014","1,991.74","2,001.95","1,991.74","1,997.92",0.48%,"2,233,880,000"
"Aug. 22, 2014","1,992.60","1,993.54","1,984.76","1,988.40",-0.20%,"2,301,860,000"
"Aug. 21, 2014","1,986.82","1,994.76","1,986.82","1,992.37",0.29%,"2,638,920,000"
"Aug. 20, 2014","1,980.46","1,988.57","1,977.68","1,986.51",0.25%,"2,579,560,000"
"Aug. 19, 2014","1,972.73","1,982.57","1,972.73","1,981.60",0.50%,"2,656,430,000"
"Aug. 18, 2014","1,958.36","1,971.99","1,958.36","1,971.74",0.85%,"2,638,160,000"
"Aug. 15, 2014","1,958.87","1,964.04","1,941.50","1,955.06",-0.01%,"3,023,380,000"
"Aug. 14, 2014","1,947.41","1,955.23","1,947.41","1,955.18",0.43%,"2,609,460,000"
"Aug. 13, 2014","1,935.60","1,948.41","1,935.60","1,946.72",0.67%,"2,718,020,000"
"Aug. 12, 2014","1,935.73","1,939.65","1,928.29","1,933.75",-0.16%,"2,611,700,000"
"Aug. 11, 2014","1,933.43","1,944.90","1,933.43","1,936.92",0.28%,"2,784,890,000"
"Aug. 08, 2014","1,910.35","1,932.38","1,909.01","1,931.59",1.15%,"2,902,280,000"
"Aug. 07, 2014","1,923.03","1,928.89","1,904.78","1,909.57",-0.56%,"3,230,520,000"
"Aug. 06, 2014","1,917.29","1,927.91","1,911.45","1,920.24",0.00%,"3,539,150,000"
"Aug. 05, 2014","1,936.34","1,936.34","1,913.77","1,920.21",-0.97%,"3,462,520,000"
"Aug. 04, 2014","1,926.62","1,942.92","1,921.20","1,938.99",0.72%,"3,072,920,000"
"Aug. 01, 2014","1,929.80","1,937.35","1,916.37","1,925.15",-0.29%,"3,789,660,000"
"Jul. 31, 2014","1,965.14","1,965.14","1,930.67","1,930.67",-2.00%,"4,193,000,000"
"Jul. 30, 2014","1,973.21","1,978.90","1,962.42","1,970.07",0.01%,"3,448,250,000"
"Jul. 29, 2014","1,980.03","1,984.85","1,969.95","1,969.95",-0.45%,"3,183,300,000"
"Jul. 28, 2014","1,978.25","1,981.52","1,967.31","1,978.91",0.03%,"2,803,320,000"
"Jul. 25, 2014","1,984.60","1,984.60","1,974.37","1,978.34",-0.48%,"2,638,960,000"
"Jul. 24, 2014","1,988.07","1,991.39","1,985.79","1,987.98",0.05%,"3,203,530,000"
"Jul. 23, 2014","1,985.32","1,989.23","1,982.44","1,987.01",0.18%,"2,869,720,000"
"Jul. 22, 2014","1,975.65","1,986.24","1,975.65","1,983.53",0.50%,"2,890,480,000"
"Jul. 21, 2014","1,976.93","1,976.93","1,965.77","1,973.63",-0.23%,"2,611,160,000"
"Jul. 18, 2014","1,961.54","1,979.91","1,960.82","1,978.22",1.03%,"3,106,060,000"
"Jul. 17, 2014","1,979.75","1,981.80","1,955.59","1,958.12",-1.18%,"3,381,680,000"
"Jul. 16, 2014","1,976.35","1,983.94","1,975.67","1,981.57",0.42%,"3,390,950,000"
"Jul. 15, 2014","1,977.36","1,982.52","1,965.34","1,973.28",-0.19%,"3,328,740,000"
"Jul. 14, 2014","1,969.86","1,979.85","1,969.86","1,977.10",0.48%,"2,744,920,000"
"Jul. 11, 2014","1,965.76","1,968.67","1,959.63","1,967.57",0.15%,"2,684,630,000"
"Jul. 10, 2014","1,966.67","1,969.84","1,952.86","1,964.68",-0.41%,"3,165,690,000"
"Jul. 09, 2014","1,965.10","1,974.15","1,965.10","1,972.83",0.46%,"2,858,800,000"
"Jul. 08, 2014","1,976.39","1,976.39","1,959.46","1,963.71",-0.70%,"3,302,430,000"
"Jul. 07, 2014","1,984.22","1,984.22","1,974.88","1,977.65",-0.39%,"2,681,260,000"
"Jul. 03, 2014","1,975.88","1,985.59","1,975.88","1,985.44",0.55%,"1,998,090,000"
"Jul. 02, 2014","1,973.06","1,976.67","1,972.58","1,974.62",0.07%,"2,851,480,000"
"Jul. 01, 2014","1,962.29","1,978.58","1,962.29","1,973.32",0.67%,"3,188,240,000"
"Jun. 30, 2014","1,960.79","1,964.24","1,958.22","1,960.23",-0.04%,"3,037,350,000"
"Jun. 27, 2014","1,956.56","1,961.47","1,952.18","1,960.96",0.19%,"4,290,590,000"
"Jun. 26, 2014","1,959.89","1,959.89","1,944.69","1,957.22",-0.12%,"2,778,840,000"
"Jun. 25, 2014","1,949.27","1,960.83","1,947.49","1,959.53",0.49%,"3,106,710,000"
"Jun. 24, 2014","1,961.97","1,968.17","1,948.34","1,949.98",-0.64%,"3,089,700,000"
"Jun. 23, 2014","1,962.92","1,963.74","1,958.89","1,962.61",-0.01%,"2,717,630,000"
"Jun. 20, 2014","1,960.45","1,963.91","1,959.17","1,962.87",0.17%,"4,336,240,000"
"Jun. 19, 2014","1,957.50","1,959.87","1,952.26","1,959.48",0.13%,"2,952,150,000"
"Jun. 18, 2014","1,942.73","1,957.74","1,939.29","1,956.98",0.77%,"3,065,220,000"
"Jun. 17, 2014","1,937.15","1,943.69","1,933.55","1,941.99",0.22%,"2,971,260,000"
"Jun. 16, 2014","1,934.84","1,941.15","1,930.91","1,937.78",0.08%,"2,926,130,000"
"Jun. 13, 2014","1,930.80","1,937.30","1,927.69","1,936.16",0.31%,"2,598,230,000"
"Jun. 12, 2014","1,943.35","1,943.35","1,925.78","1,930.11",-0.71%,"3,040,480,000"
"Jun. 11, 2014","1,949.37","1,949.37","1,940.08","1,943.89",-0.35%,"2,710,620,000"
"Jun. 10, 2014","1,950.34","1,950.86","1,944.64","1,950.79",-0.02%,"2,702,360,000"
"Jun. 09, 2014","1,948.97","1,955.55","1,947.16","1,951.27",0.09%,"2,812,180,000"
"Jun. 06, 2014","1,942.41","1,949.44","1,942.41","1,949.44",0.46%,"2,864,300,000"
"Jun. 05, 2014","1,928.52","1,941.74","1,922.93","1,940.46",0.65%,"3,113,270,000"
"Jun. 04, 2014","1,923.06","1,928.63","1,918.60","1,927.88",0.19%,"2,793,920,000"
"Jun. 03, 2014","1,923.07","1,925.07","1,918.79","1,924.24",-0.04%,"2,867,180,000"
"Jun. 02, 2014","1,923.87","1,925.88","1,915.98","1,924.97",0.07%,"2,509,020,000"
"May 30, 2014","1,920.33","1,924.03","1,916.64","1,923.57",0.18%,"3,263,490,000"
"May 29, 2014","1,910.60","1,920.03","1,909.82","1,920.03",0.54%,"2,709,050,000"
"May 28, 2014","1,911.77","1,914.46","1,907.30","1,909.78",-0.11%,"2,976,450,000"
"May 27, 2014","1,902.01","1,912.28","1,902.01","1,911.91",0.60%,"2,911,020,000"
"May 23, 2014","1,893.32","1,901.26","1,893.32","1,900.53",0.42%,"2,396,280,000"
"May 22, 2014","1,888.19","1,896.33","1,885.39","1,892.49",0.24%,"2,759,800,000"
"May 21, 2014","1,873.34","1,888.80","1,873.34","1,888.03",0.81%,"2,777,140,000"
"May 20, 2014","1,884.88","1,884.88","1,868.14","1,872.83",-0.65%,"3,007,700,000"
"May 19, 2014","1,876.66","1,886.00","1,872.42","1,885.08",0.38%,"2,664,250,000"
"May 16, 2014","1,871.19","1,878.28","1,864.82","1,877.86",0.37%,"3,173,650,000"
"May 15, 2014","1,888.16","1,888.16","1,862.36","1,870.85",-0.94%,"3,552,640,000"
"May 14, 2014","1,897.13","1,897.13","1,885.77","1,888.53",-0.47%,"2,822,060,000"
"May 13, 2014","1,896.75","1,902.17","1,896.06","1,897.45",0.04%,"2,915,680,000"
"May 12, 2014","1,880.03","1,897.13","1,880.03","1,896.65",0.97%,"3,005,740,000"
"May 09, 2014","1,875.27","1,878.57","1,867.02","1,878.48",0.15%,"3,025,020,000"
"May 08, 2014","1,877.39","1,889.07","1,870.05","1,875.63",-0.14%,"3,393,420,000"
"May 07, 2014","1,868.53","1,878.83","1,859.79","1,878.21",0.56%,"3,632,950,000"
"May 06, 2014","1,883.69","1,883.69","1,867.72","1,867.72",-0.90%,"3,327,260,000"
"May 05, 2014","1,879.45","1,885.51","1,866.77","1,884.66",0.19%,"2,733,730,000"
"May 02, 2014","1,885.30","1,891.33","1,878.50","1,881.14",-0.13%,"3,159,560,000"
"May 01, 2014","1,884.39","1,888.59","1,878.04","1,883.68",-0.01%,"3,416,740,000"
"Apr. 30, 2014","1,877.10","1,885.20","1,872.69","1,883.95",0.30%,"3,779,230,000"
"Apr. 29, 2014","1,870.78","1,880.60","1,870.78","1,878.33",0.48%,"3,647,820,000"
"Apr. 28, 2014","1,865.00","1,877.01","1,850.61","1,869.43",0.32%,"4,034,680,000"
"Apr. 25, 2014","1,877.72","1,877.72","1,859.70","1,863.40",-0.81%,"3,213,020,000"
"Apr. 24, 2014","1,881.97","1,884.06","1,870.24","1,878.61",0.17%,"3,191,830,000"
"Apr. 23, 2014","1,879.32","1,879.75","1,873.91","1,875.39",-0.22%,"3,085,720,000"
"Apr. 22, 2014","1,872.57","1,884.89","1,872.57","1,879.55",0.41%,"3,215,440,000"
"Apr. 21, 2014","1,865.79","1,871.89","1,863.18","1,871.89",0.38%,"2,642,500,000"
"Apr. 17, 2014","1,861.73","1,869.63","1,856.72","1,864.85",0.14%,"3,341,430,000"
"Apr. 16, 2014","1,846.01","1,862.31","1,846.01","1,862.31",1.05%,"3,155,080,000"
"Apr. 15, 2014","1,831.45","1,844.02","1,816.29","1,842.98",0.68%,"3,736,440,000"
"Apr. 14, 2014","1,818.18","1,834.19","1,815.80","1,830.61",0.82%,"3,111,540,000"
"Apr. 11, 2014","1,830.65","1,835.07","1,814.36","1,815.69",-0.95%,"3,743,460,000"
"Apr. 10, 2014","1,872.28","1,872.53","1,830.87","1,833.08",-2.09%,"3,758,780,000"
"Apr. 09, 2014","1,852.64","1,872.43","1,852.38","1,872.18",1.09%,"3,308,650,000"
"Apr. 08, 2014","1,845.48","1,854.95","1,837.49","1,851.96",0.38%,"3,721,450,000"
"Apr. 07, 2014","1,863.92","1,864.04","1,841.48","1,845.04",-1.08%,"3,801,540,000"
"Apr. 04, 2014","1,890.25","1,897.28","1,863.26","1,865.09",-1.25%,"3,583,750,000"
"Apr. 03, 2014","1,891.43","1,893.80","1,882.65","1,888.77",-0.11%,"3,055,600,000"
"Apr. 02, 2014","1,886.61","1,893.17","1,883.79","1,890.90",0.29%,"3,131,660,000"
"Apr. 01, 2014","1,873.96","1,885.84","1,873.96","1,885.52",0.70%,"3,336,190,000"
"Mar. 31, 2014","1,859.16","1,875.18","1,859.16","1,872.34",0.79%,"3,274,300,000"
"Mar. 28, 2014","1,850.07","1,866.63","1,850.07","1,857.62",0.46%,"2,955,520,000"
"Mar. 27, 2014","1,852.11","1,855.55","1,842.11","1,849.04",-0.19%,"3,733,430,000"
"Mar. 26, 2014","1,867.09","1,875.92","1,852.56","1,852.56",-0.70%,"3,480,850,000"
"Mar. 25, 2014","1,859.48","1,871.87","1,855.96","1,865.62",0.44%,"3,200,560,000"
"Mar. 24, 2014","1,867.67","1,873.34","1,849.69","1,857.44",-0.49%,"3,409,000,000"
"Mar. 21, 2014","1,874.53","1,883.97","1,863.46","1,866.52",-0.29%,"5,270,710,000"
"Mar. 20, 2014","1,860.09","1,873.49","1,854.63","1,872.01",0.60%,"3,327,540,000"
"Mar. 19, 2014","1,872.25","1,874.14","1,850.35","1,860.77",-0.61%,"3,289,210,000"
"Mar. 18, 2014","1,858.92","1,873.76","1,858.92","1,872.25",0.72%,"2,930,190,000"
"Mar. 17, 2014","1,842.81","1,862.30","1,842.81","1,858.83",0.96%,"2,860,490,000"
"Mar. 14, 2014","1,845.07","1,852.44","1,839.57","1,841.13",-0.28%,"3,285,460,000"
"Mar. 13, 2014","1,869.06","1,874.40","1,841.86","1,846.34",-1.17%,"3,670,990,000"
"Mar. 12, 2014","1,866.15","1,868.38","1,854.38","1,868.20",0.03%,"3,270,860,000"
"Mar. 11, 2014","1,878.26","1,882.35","1,863.88","1,867.63",-0.51%,"3,392,400,000"
"Mar. 10, 2014","1,877.86","1,877.87","1,867.04","1,877.17",-0.05%,"3,021,350,000"
"Mar. 07, 2014","1,878.52","1,883.57","1,870.56","1,878.04",0.05%,"3,564,740,000"
"Mar. 06, 2014","1,874.18","1,881.94","1,874.18","1,877.03",0.17%,"3,360,450,000"
"Mar. 05, 2014","1,874.05","1,876.53","1,871.11","1,873.81",-0.01%,"3,392,990,000"
"Mar. 04, 2014","1,849.23","1,876.23","1,849.23","1,873.91",1.53%,"3,765,770,000"
"Mar. 03, 2014","1,857.68","1,857.68","1,834.44","1,845.73",-0.74%,"3,428,220,000"
"Feb. 28, 2014","1,855.12","1,867.92","1,847.67","1,859.45",0.28%,"3,917,450,000"
"Feb. 27, 2014","1,844.90","1,854.53","1,841.13","1,854.29",0.49%,"3,547,460,000"
"Feb. 26, 2014","1,845.79","1,852.65","1,840.66","1,845.16",0.00%,"3,716,730,000"
"Feb. 25, 2014","1,847.66","1,852.91","1,840.19","1,845.12",-0.13%,"3,515,560,000"
"Feb. 24, 2014","1,836.78","1,858.71","1,836.78","1,847.61",0.62%,"4,014,530,000"
"Feb. 21, 2014","1,841.07","1,846.13","1,835.60","1,836.25",-0.19%,"3,403,880,000"
"Feb. 20, 2014","1,829.24","1,842.79","1,824.58","1,839.78",0.60%,"3,404,980,000"
"Feb. 19, 2014","1,838.90","1,847.50","1,826.99","1,828.75",-0.65%,"3,661,570,000"
"Feb. 18, 2014","1,839.03","1,842.87","1,835.01","1,840.76",0.12%,"3,421,110,000"
"Feb. 14, 2014","1,828.46","1,841.65","1,825.59","1,838.63",0.48%,"3,114,750,000"
"Feb. 13, 2014","1,814.82","1,830.25","1,809.22","1,829.83",0.58%,"3,289,510,000"
"Feb. 12, 2014","1,820.12","1,826.55","1,815.97","1,819.26",-0.03%,"3,326,380,000"
"Feb. 11, 2014","1,800.45","1,823.54","1,800.41","1,819.75",1.11%,"3,699,380,000"
"Feb. 10, 2014","1,796.20","1,799.94","1,791.83","1,799.84",0.16%,"3,312,160,000"
"Feb. 07, 2014","1,776.01","1,798.03","1,776.01","1,797.02",1.33%,"3,775,990,000"
"Feb. 06, 2014","1,752.99","1,774.06","1,752.99","1,773.43",1.24%,"3,825,410,000"
"Feb. 05, 2014","1,753.38","1,755.79","1,737.92","1,751.64",-0.20%,"3,984,290,000"
"Feb. 04, 2014","1,743.82","1,758.73","1,743.82","1,755.20",0.76%,"4,068,410,000"
"Feb. 03, 2014","1,782.68","1,784.83","1,739.66","1,741.89",-2.28%,"4,726,040,000"
"Jan. 31, 2014","1,790.88","1,793.88","1,772.26","1,782.59",-0.65%,"4,059,690,000"
"Jan. 30, 2014","1,777.17","1,798.77","1,777.17","1,794.19",1.13%,"3,547,510,000"
"Jan. 29, 2014","1,790.15","1,790.15","1,770.45","1,774.20",-1.02%,"3,964,020,000"
"Jan. 28, 2014","1,783.00","1,793.87","1,779.49","1,792.50",0.61%,"3,437,830,000"
"Jan. 27, 2014","1,791.03","1,795.98","1,772.88","1,781.56",-0.49%,"4,045,200,000"
"Jan. 24, 2014","1,826.96","1,826.96","1,790.29","1,790.29",-2.09%,"4,618,450,000"
"Jan. 23, 2014","1,842.29","1,842.29","1,820.06","1,828.46",-0.89%,"3,972,250,000"
"Jan. 22, 2014","1,844.71","1,846.87","1,840.88","1,844.86",0.06%,"3,374,170,000"
"Jan. 21, 2014","1,841.05","1,849.31","1,832.38","1,843.80",0.28%,"3,782,470,000"
"Jan. 17, 2014","1,844.23","1,846.04","1,835.23","1,838.70",-0.39%,"3,626,120,000"
"Jan. 16, 2014","1,847.99","1,847.99","1,840.30","1,845.89",-0.13%,"3,491,310,000"
"Jan. 15, 2014","1,840.52","1,850.84","1,840.52","1,848.38",0.52%,"3,777,800,000"
"Jan. 14, 2014","1,821.36","1,839.26","1,821.36","1,838.88",1.08%,"3,353,270,000"
"Jan. 13, 2014","1,841.26","1,843.45","1,815.52","1,819.20",-1.26%,"3,591,350,000"
"Jan. 10, 2014","1,840.06","1,843.15","1,832.43","1,842.37",0.23%,"3,335,710,000"
"Jan. 09, 2014","1,839.00","1,843.23","1,830.38","1,838.13",0.03%,"3,581,150,000"
"Jan. 08, 2014","1,837.90","1,840.02","1,831.40","1,837.49",-0.02%,"3,652,140,000"
"Jan. 07, 2014","1,828.71","1,840.10","1,828.71","1,837.88",0.61%,"3,511,750,000"
"Jan. 06, 2014","1,832.31","1,837.16","1,823.73","1,826.77",-0.25%,"3,294,850,000"
